# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-s" "2" "-t" "CDS" "-g" "locus_tag" "--countReadPairs" "-a" "results/00_REFERENCE/bakta/reference_filtered.gff3" "-o" "results/04_COUNTS/counts.tsv" "results/02_MAPPING/CTRL_D1_R1/CTRL_D1_R1.sorted.bam" "results/02_MAPPING/CTRL_D1_R2/CTRL_D1_R2.sorted.bam" "results/02_MAPPING/CTRL_D1_R3/CTRL_D1_R3.sorted.bam" "results/02_MAPPING/PU239_D1_R1/PU239_D1_R1.sorted.bam" "results/02_MAPPING/PU239_D1_R2/PU239_D1_R2.sorted.bam" "results/02_MAPPING/PU239_D1_R3/PU239_D1_R3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	results/02_MAPPING/CTRL_D1_R1/CTRL_D1_R1.sorted.bam	results/02_MAPPING/CTRL_D1_R2/CTRL_D1_R2.sorted.bam	results/02_MAPPING/CTRL_D1_R3/CTRL_D1_R3.sorted.bam	results/02_MAPPING/PU239_D1_R1/PU239_D1_R1.sorted.bam	results/02_MAPPING/PU239_D1_R2/PU239_D1_R2.sorted.bam	results/02_MAPPING/PU239_D1_R3/PU239_D1_R3.sorted.bam
IODOLM_00336	contig_1	346732	347016	+	285	30	684	372	1550	1488	3051
IODOLM_00337	contig_1	347183	347302	-	120	0	3	3	20	13	42
IODOLM_00338	contig_1	347663	348640	-	978	27	1037	592	648	555	1006
IODOLM_00339	contig_1	348699	349607	+	909	17	308	203	273	266	719
IODOLM_00340	contig_1	349852	351120	-	1269	41	854	429	292	260	631
IODOLM_00341	contig_1	351162	354308	-	3147	70	2015	1340	527	472	1138
IODOLM_00342	contig_1	354305	355507	-	1203	5	254	172	200	171	400
IODOLM_00343	contig_1	355697	356386	+	690	27	745	459	560	556	1483
IODOLM_00344	contig_1	356444	357739	+	1296	35	746	442	434	398	1165
IODOLM_00345	contig_1	358146	359465	+	1320	85	5354	3110	3022	2804	5974
IODOLM_00346	contig_1	359541	360914	+	1374	98	3509	2340	1309	1172	2457
IODOLM_00347	contig_1	361070	362887	+	1818	56	1375	830	494	452	987
IODOLM_00348	contig_1	362892	363473	-	582	8	278	156	424	363	958
IODOLM_00349	contig_1	363566	364636	+	1071	51	1193	879	1510	1275	3357
IODOLM_00350	contig_1	364692	365819	+	1128	211	4363	2769	7260	6014	14140
IODOLM_00351	contig_1	365842	366174	+	333	182	3111	1809	3020	2684	6168
IODOLM_00352	contig_1	366235	368049	+	1815	538	10738	6828	6499	6107	13319
IODOLM_00353	contig_1	368060	369031	+	972	336	7853	4711	4723	4553	9476
IODOLM_00354	contig_1	369160	369507	+	348	113	2227	1238	373	378	819
IODOLM_00355	contig_1	369684	370568	-	885	13	747	510	1081	993	1871
IODOLM_00356	contig_1	370867	371406	-	540	7	153	79	103	101	225
IODOLM_00357	contig_1	371557	372006	+	450	49	1959	1154	583	615	1318
IODOLM_00358	contig_1	372010	373113	+	1104	95	3913	2625	1306	1209	3059
IODOLM_00359	contig_1	373202	373672	+	471	83	2177	1401	2207	2003	5106
IODOLM_00360	contig_1	373692	374111	+	420	76	2569	1664	2817	2758	5795
IODOLM_00361	contig_1	374189	375166	+	978	51	1373	959	1030	928	2090
IODOLM_00362	contig_1	375144	375662	+	519	177	3687	2094	1380	1239	2434
IODOLM_00363	contig_1	375716	376690	-	975	122	2898	1615	2019	1734	3945
IODOLM_00364	contig_1	376870	378732	-	1863	242	6629	4256	1810	1807	3812
IODOLM_00365	contig_1	378757	379656	-	900	102	3274	2186	1297	1263	2680
IODOLM_00366	contig_1	379656	379898	-	243	17	1178	699	642	603	1241
IODOLM_00367	contig_1	380104	381552	+	1449	130	3783	2655	1976	1880	3769
IODOLM_00368	contig_1	381606	382196	-	591	33	526	294	495	438	1123
IODOLM_00369	contig_1	382159	383070	-	912	25	780	485	733	707	1684
IODOLM_00370	contig_1	383238	383729	+	492	96	2397	1175	1723	1575	3509
IODOLM_00371	contig_1	383857	385221	-	1365	17	518	302	503	498	1053
IODOLM_00372	contig_1	385370	386260	-	891	89	2604	1445	5493	5717	11563
IODOLM_00373	contig_1	386272	386601	-	330	33	879	525	2210	2293	4149
IODOLM_00374	contig_1	386601	387215	-	615	33	1159	665	2984	3005	6115
IODOLM_00375	contig_1	387205	389196	-	1992	133	4565	2534	12490	12524	24959
IODOLM_00376	contig_1	389218	390165	-	948	105	3402	1778	7818	8077	16622
IODOLM_00377	contig_1	390625	392100	-	1476	59	1784	1108	728	653	1559
IODOLM_00378	contig_1	392144	392722	-	579	31	548	354	739	627	1409
IODOLM_00379	contig_1	393030	393344	+	315	496	11479	5115	4636	4098	8995
IODOLM_00380	contig_1	393688	394986	+	1299	844	22676	14123	19312	17301	34746
IODOLM_00381	contig_1	395232	395855	+	624	121	4637	2712	8410	8283	20265
IODOLM_00382	contig_1	395981	397255	+	1275	659	18023	9945	21969	22065	50160
IODOLM_00383	contig_1	397443	399797	+	2355	383	9555	5918	20279	21529	52328
IODOLM_00384	contig_1	400006	400278	+	273	48	1363	724	1566	1679	3564
IODOLM_00385	contig_1	400470	402341	+	1872	514	11531	6827	3750	3596	7615
IODOLM_00386	contig_1	402492	402863	+	372	5	130	72	72	64	151
IODOLM_00387	contig_1	402957	403355	+	399	5	118	75	285	243	672
IODOLM_00388	contig_1	403407	404102	-	696	70	1433	738	519	553	1178
IODOLM_00389	contig_1	404167	405867	-	1701	3	85	58	92	94	162
IODOLM_00390	contig_1	405967	406785	+	819	34	1621	886	1094	1074	2605
IODOLM_00391	contig_1	406938	407396	+	459	13	360	242	294	292	620
IODOLM_00392	contig_1	407426	409198	+	1773	47	1858	1028	628	549	1419
IODOLM_00393	contig_1	409191	410972	+	1782	77	2036	1389	727	622	1682
IODOLM_00394	contig_1	411153	411491	+	339	4	39	17	75	51	171
IODOLM_00395	contig_1	411521	412807	+	1287	49	841	460	682	478	1564
IODOLM_00396	contig_1	412856	413716	-	861	15	572	301	716	638	1559
IODOLM_00397	contig_1	413934	414506	+	573	18	1063	556	8644	7391	16626
IODOLM_00398	contig_1	414537	414848	-	312	12	1032	577	360	366	881
IODOLM_00399	contig_1	415227	415580	+	354	226	7161	3769	492	465	1045
IODOLM_00400	contig_1	415622	417172	-	1551	20	488	280	516	452	1234
IODOLM_00401	contig_1	417336	417806	-	471	16	523	324	506	514	1084
IODOLM_00402	contig_1	417922	418473	-	552	7	425	213	659	564	1351
IODOLM_00403	contig_1	418645	418863	-	219	8	502	299	2012	2024	4075
IODOLM_00404	contig_1	418889	419263	-	375	30	1127	561	2784	2515	6270
IODOLM_00405	contig_1	419809	422958	-	3150	391	9634	6045	12826	11935	25393
IODOLM_00406	contig_1	422981	424174	-	1194	225	4623	2890	3686	3496	8089
IODOLM_00407	contig_1	424316	424963	+	648	5	99	56	71	76	196
IODOLM_00408	contig_1	425091	428453	+	3363	361	9504	6070	2099	2086	4535
IODOLM_00409	contig_1	428665	428826	-	162	4	167	114	137	122	301
IODOLM_00410	contig_1	428840	429367	-	528	33	582	366	397	371	833
IODOLM_00411	contig_1	429437	429814	+	378	38	1220	633	515	568	1319
IODOLM_00412	contig_1	429967	430518	+	552	82	2318	1348	1484	1359	3399
IODOLM_00413	contig_1	430647	432578	+	1932	592	12892	7377	3743	3585	8774
IODOLM_00414	contig_1	432631	432960	+	330	186	6333	3808	3076	2854	5893
IODOLM_00415	contig_1	432960	433565	+	606	185	5179	3007	2639	2407	4810
IODOLM_00416	contig_1	433675	435549	+	1875	69	2407	1662	12698	13638	34254
IODOLM_00417	contig_1	435730	436374	+	645	319	6959	3983	7484	6828	15444
IODOLM_00418	contig_1	436610	437572	+	963	34	784	412	711	580	1582
IODOLM_00419	contig_1	437569	438528	-	960	13	260	123	207	195	515
IODOLM_00420	contig_1	438680	439984	+	1305	141	3115	1868	1093	1067	2345
IODOLM_00421	contig_1	440117	441793	-	1677	119	3018	1730	1998	1764	4282
IODOLM_00422	contig_1	442031	443251	-	1221	27	1105	760	466	498	1079
IODOLM_00423	contig_1	443469	445121	+	1653	81	1626	979	1195	1114	2416
IODOLM_00424	contig_1	445158	445637	-	480	4	158	106	432	333	826
IODOLM_00425	contig_1	445841	446635	-	795	13	376	221	616	511	1223
IODOLM_00426	contig_1	446719	447114	+	396	90	5174	2849	797	732	1552
IODOLM_00427	contig_1	447430	449934	-	2505	265	9620	5079	2067	1903	4155
IODOLM_00428	contig_1	450196	451128	+	933	12	548	358	473	382	775
IODOLM_00429	contig_1	451131	452423	+	1293	9	493	301	677	430	1209
IODOLM_00430	contig_1	452548	452955	+	408	33	958	507	881	757	2201
IODOLM_00431	contig_1	452956	453414	-	459	12	285	179	409	372	960
IODOLM_00432	contig_1	453411	454328	-	918	35	913	528	1174	1019	2459
IODOLM_00433	contig_1	454474	455151	+	678	18	235	164	286	242	611
IODOLM_00434	contig_1	455138	455917	+	780	15	330	192	204	179	481
IODOLM_00435	contig_1	455980	456834	-	855	68	2622	1625	4778	4870	11732
IODOLM_00436	contig_1	456895	457665	-	771	42	1500	981	1046	863	2142
IODOLM_00437	contig_1	457694	458287	-	594	20	865	540	717	622	1474
IODOLM_00438	contig_1	458288	458974	+	687	80	2063	1223	599	569	1458
IODOLM_00439	contig_1	458971	461385	+	2415	163	4836	2796	735	707	1581
IODOLM_00440	contig_1	461816	466096	+	4281	46	779	424	714	676	1780
IODOLM_00441	contig_1	466136	466504	+	369	5	44	35	165	196	417
IODOLM_00442	contig_1	466504	467214	+	711	0	29	13	24	20	71
IODOLM_00443	contig_1	467195	467455	+	261	0	2	0	7	7	14
IODOLM_00444	contig_1	468200	468571	-	372	5	99	51	204	179	347
IODOLM_00445	contig_1	468687	469781	-	1095	29	495	296	238	228	538
IODOLM_00446	contig_1	469850	470776	-	927	0	19	23	26	20	59
IODOLM_00447	contig_1	471006	471488	+	483	8	87	44	54	27	94
IODOLM_00448	contig_1	471566	472381	+	816	493	16411	8545	3476	3676	8230
IODOLM_00449	contig_1	472471	474252	+	1782	3	151	90	126	130	293
IODOLM_00450	contig_1	474265	475041	+	777	1	16	6	41	32	79
IODOLM_00451	contig_1	475141	476019	+	879	0	17	4	31	42	85
IODOLM_00452	contig_1	476188	477642	+	1455	0	7	5	16	28	69
IODOLM_00453	contig_1	477702	479063	+	1362	8	255	142	152	146	332
IODOLM_00454	contig_1	479120	480421	+	1302	3	142	84	157	143	310
IODOLM_00455	contig_1	480443	481588	+	1146	5	124	62	100	100	256
IODOLM_00456	contig_1	481816	482601	-	786	11	304	172	384	401	892
IODOLM_00457	contig_1	482612	483847	-	1236	4	147	105	242	221	509
IODOLM_00458	contig_1	483869	484918	-	1050	0	4	7	19	11	29
IODOLM_00459	contig_1	485235	486902	+	1668	0	21	8	17	25	39
IODOLM_00460	contig_1	486912	488171	+	1260	6	78	63	62	57	140
IODOLM_00461	contig_1	488182	488997	+	816	2	62	55	35	38	94
IODOLM_00462	contig_1	488994	489887	+	894	4	112	65	33	43	97
IODOLM_00463	contig_1	490082	491149	-	1068	70	1468	1207	3050	2810	5348
IODOLM_00464	contig_1	491146	491655	-	510	19	496	432	1430	1284	3134
IODOLM_00465	contig_1	491773	492495	-	723	56	1095	658	494	481	1155
IODOLM_00466	contig_1	492498	492992	-	495	242	5446	2739	2619	2461	5056
IODOLM_00467	contig_1	493166	494551	+	1386	102	2810	1502	1102	1040	2430
IODOLM_00468	contig_1	494587	495108	-	522	1	60	27	37	40	114
IODOLM_00469	contig_1	495216	495428	-	213	8	282	142	162	155	368
IODOLM_00470	contig_1	495430	496296	-	867	89	2218	1483	1580	1478	3289
IODOLM_00471	contig_1	496767	497309	+	543	0	15	5	82	57	150
IODOLM_00472	contig_1	497529	498221	+	693	0	1	1	10	9	28
IODOLM_00473	contig_1	498252	500855	+	2604	10	100	51	125	105	367
IODOLM_00474	contig_1	500897	501874	+	978	0	3	6	12	13	40
IODOLM_00475	contig_1	501885	502400	+	516	0	9	5	6	18	39
IODOLM_00476	contig_1	502403	503035	-	633	0	11	12	27	31	92
IODOLM_00477	contig_1	503370	504533	-	1164	36	1238	642	725	680	1668
IODOLM_00478	contig_1	504653	504916	-	264	0	25	14	16	19	35
IODOLM_00479	contig_1	505239	505334	+	96	2	8	3	4	7	15
IODOLM_00480	contig_1	505397	505696	+	300	3	96	58	111	80	236
IODOLM_00481	contig_1	505693	506559	+	867	6	183	116	130	136	314
IODOLM_00482	contig_1	506870	507202	+	333	15	200	107	172	167	442
IODOLM_00483	contig_1	507457	508983	+	1527	0	22	18	33	31	94
IODOLM_00484	contig_1	509448	509999	+	552	2	87	47	98	61	158
IODOLM_00485	contig_1	510009	510806	+	798	17	436	281	972	919	2136
IODOLM_00486	contig_1	511021	511476	+	456	0	4	3	9	6	29
IODOLM_00487	contig_1	511476	511646	+	171	0	1	2	2	1	2
IODOLM_00488	contig_1	511639	511929	+	291	0	0	1	3	2	9
IODOLM_00489	contig_1	511926	512288	+	363	0	1	0	4	1	15
IODOLM_00490	contig_1	512288	512425	+	138	0	1	0	0	1	11
IODOLM_00491	contig_1	512511	512894	+	384	2	34	15	37	27	89
IODOLM_00492	contig_1	513036	513254	+	219	1	37	19	60	51	124
IODOLM_00493	contig_1	513292	514272	-	981	32	1150	615	851	695	1682
IODOLM_00494	contig_1	514313	515380	-	1068	2	52	28	68	106	126
IODOLM_00495	contig_1	515953	516168	+	216	1	4	4	24	16	47
IODOLM_00496	contig_1	516168	516665	+	498	1	22	6	41	24	93
IODOLM_00497	contig_1	516662	517123	+	462	0	10	12	18	12	53
IODOLM_00498	contig_1	517155	517448	-	294	0	18	20	138	124	315
IODOLM_00499	contig_1	517739	518149	-	411	0	8	2	14	12	52
IODOLM_00500	contig_1	518435	518641	+	207	0	27	12	58	51	169
IODOLM_00501	contig_1	519389	519934	+	546	1	31	16	30	22	60
IODOLM_00502	contig_1	519909	520652	+	744	3	25	12	22	21	54
IODOLM_00503	contig_1	520707	521138	-	432	6	89	50	85	77	254
IODOLM_00504	contig_1	521430	521615	+	186	0	26	14	22	14	44
IODOLM_00505	contig_1	522236	522985	+	750	7	158	116	371	433	1302
IODOLM_00506	contig_1	523235	524188	-	954	49	878	460	2377	2231	4758
IODOLM_00507	contig_1	524702	525463	-	762	3	38	28	35	47	124
IODOLM_00508	contig_1	525646	526536	-	891	16	553	398	445	442	1179
IODOLM_00509	contig_1	526537	529509	-	2973	118	3686	2614	2584	2524	6842
IODOLM_00510	contig_1	529496	531733	-	2238	69	1780	1107	1490	1501	4116
IODOLM_00511	contig_1	531883	533325	-	1443	18	601	380	350	234	524
IODOLM_00512	contig_1	533315	533998	-	684	17	543	343	365	245	621
IODOLM_00513	contig_1	534155	535528	+	1374	2	11	6	576	57	76
IODOLM_00514	contig_1	535686	536018	+	333	0	7	1	220	48	71
IODOLM_00515	contig_1	536034	537257	+	1224	1	35	23	251	77	185
IODOLM_00516	contig_1	537269	540412	+	3144	13	359	205	397	228	555
IODOLM_00517	contig_1	540514	541890	+	1377	16	937	635	875	801	1646
IODOLM_00518	contig_1	541971	543218	-	1248	62	1809	1095	961	979	2039
IODOLM_00519	contig_1	543326	543979	-	654	33	980	634	1141	1103	2299
IODOLM_00520	contig_1	544073	544441	-	369	7	179	101	176	163	425
IODOLM_00521	contig_1	544506	544754	-	249	1	197	99	134	133	363
IODOLM_00522	contig_1	544820	545938	-	1119	22	1289	722	1441	1199	2798
IODOLM_00523	contig_1	546292	546543	+	252	2	37	24	13	23	36
IODOLM_00524	contig_1	546620	547732	+	1113	21	640	370	979	1031	2406
IODOLM_00525	contig_1	547755	547895	+	141	0	29	16	41	42	104
IODOLM_00526	contig_1	548809	551049	-	2241	209	4560	2851	12162	11335	28132
IODOLM_00527	contig_1	551292	552494	+	1203	71	2991	1687	946	867	1990
IODOLM_00528	contig_1	552497	552715	+	219	11	360	197	165	134	303
IODOLM_00529	contig_1	552712	556593	+	3882	382	11826	7423	4526	4423	9922
IODOLM_00530	contig_1	556809	557942	+	1134	0	6	4	17	13	28
IODOLM_00531	contig_1	557939	558754	-	816	4	123	92	450	441	1006
IODOLM_00532	contig_1	558751	559743	-	993	1	120	66	501	416	1135
IODOLM_00533	contig_1	559740	560744	-	1005	6	579	274	806	730	2032
IODOLM_00534	contig_1	560855	562105	+	1251	57	1650	1030	1519	1332	3192
IODOLM_00535	contig_1	562109	563065	-	957	80	1712	939	775	742	1872
IODOLM_00536	contig_1	563440	564615	+	1176	14	784	617	3412	2902	6773
IODOLM_00537	contig_1	564625	566235	+	1611	40	1362	967	3325	3031	7537
IODOLM_00538	contig_1	566249	567106	+	858	38	863	600	2731	2527	5807
IODOLM_00539	contig_1	567106	567852	+	747	18	609	385	2101	1710	3852
IODOLM_00540	contig_1	567855	568268	+	414	11	319	215	1047	822	2460
IODOLM_00541	contig_1	568449	570554	+	2106	86	1658	936	3593	3136	7211
IODOLM_00542	contig_1	570737	570934	+	198	17	308	166	359	289	728
IODOLM_00543	contig_1	570944	572032	-	1089	37	626	299	594	437	1050
IODOLM_00544	contig_1	572141	573301	+	1161	19	589	312	246	176	531
IODOLM_00545	contig_1	573302	573931	-	630	2	28	19	50	39	94
IODOLM_00546	contig_1	573904	575124	-	1221	1	16	9	30	26	62
IODOLM_00547	contig_1	575271	576173	-	903	0	10	6	39	33	72
IODOLM_00548	contig_1	576382	577128	-	747	8	266	180	603	491	1138
IODOLM_00549	contig_1	577500	578063	+	564	414	15000	8175	14391	12726	24825
IODOLM_00550	contig_1	578278	579873	+	1596	309	7410	3598	3726	3245	7920
IODOLM_00551	contig_1	579994	580422	-	429	5	500	342	1761	1650	4174
IODOLM_00552	contig_1	580643	581881	+	1239	13	592	312	569	471	1198
IODOLM_00553	contig_1	581885	581974	-	90	0	4	2	9	7	12
IODOLM_00554	contig_1	582112	582522	-	411	14	621	388	845	829	1666
IODOLM_00555	contig_1	582752	583558	-	807	52	1404	873	502	495	1070
IODOLM_00556	contig_1	583672	585135	-	1464	3	182	74	70	86	178
IODOLM_00557	contig_1	585186	586064	-	879	2	4	1	11	9	23
IODOLM_00558	contig_1	586039	586590	-	552	1	5	4	18	7	26
IODOLM_00559	contig_1	586594	588126	-	1533	0	37	16	86	67	117
IODOLM_00560	contig_1	588137	589045	-	909	0	8	0	31	24	70
IODOLM_00561	contig_1	589042	589338	-	297	0	1	0	10	8	11
IODOLM_00562	contig_1	589353	590411	-	1059	0	0	1	24	11	50
IODOLM_00563	contig_1	590790	592448	+	1659	22	581	293	462	428	1122
IODOLM_00564	contig_1	592417	593097	+	681	9	271	146	296	281	676
IODOLM_00565	contig_1	593138	594523	-	1386	6	177	115	151	119	308
IODOLM_00566	contig_1	595112	595672	+	561	10	171	119	77	51	147
IODOLM_00567	contig_1	595847	596056	+	210	4043	135304	56661	25949	27624	49526
IODOLM_00568	contig_1	596110	596493	-	384	21	618	350	339	290	690
IODOLM_00569	contig_1	596586	596813	+	228	5	200	105	148	122	325
IODOLM_00570	contig_1	596810	597373	+	564	17	463	295	260	242	616
IODOLM_00571	contig_1	597502	597705	+	204	58	2281	1243	1608	1671	3587
IODOLM_00572	contig_1	597806	598771	-	966	248	8050	4852	4942	4972	10907
IODOLM_00573	contig_1	598980	599933	-	954	1	31	24	86	65	180
IODOLM_00574	contig_1	600192	600833	-	642	21	952	604	947	896	2197
IODOLM_00575	contig_1	600934	601197	-	264	56	3206	1732	4629	5131	11883
IODOLM_00576	contig_1	601307	602590	-	1284	54	2375	1558	2661	2643	5630
IODOLM_00577	contig_1	602657	603745	-	1089	161	5439	3471	2914	2687	6290
IODOLM_00578	contig_1	603756	604868	-	1113	87	2711	1940	1148	1087	2291
IODOLM_00579	contig_1	604871	606772	-	1902	162	4162	2699	1362	1189	2812
IODOLM_00580	contig_1	606803	607270	-	468	21	823	544	621	507	1174
IODOLM_00581	contig_1	607274	607591	-	318	39	1161	711	1096	991	2048
IODOLM_00582	contig_1	607851	608462	-	612	6	401	275	296	288	623
IODOLM_00583	contig_1	608486	609127	-	642	27	1320	881	823	681	1588
IODOLM_00584	contig_1	609129	610160	-	1032	92	2674	1752	1262	1089	2658
IODOLM_00585	contig_1	610160	610741	-	582	211	5191	3105	2743	2596	5667
IODOLM_00586	contig_1	610756	613338	-	2583	944	25578	15731	10414	9730	21402
IODOLM_00587	contig_1	613573	614055	+	483	61	1264	602	1793	1440	3553
IODOLM_00588	contig_1	614125	615102	-	978	2	56	25	49	46	108
IODOLM_00589	contig_1	615266	615973	+	708	0	5	2	5	5	12
IODOLM_00590	contig_1	615970	617397	+	1428	0	11	5	15	20	57
IODOLM_00591	contig_1	617407	617961	-	555	0	5	2	16	21	62
IODOLM_00592	contig_1	618063	618770	+	708	0	15	8	40	19	66
IODOLM_00593	contig_1	618767	620218	+	1452	9	328	178	147	141	351
IODOLM_00594	contig_1	620278	621948	-	1671	3	101	48	57	60	144
IODOLM_00595	contig_1	622032	622967	-	936	16	386	265	180	211	263
IODOLM_00596	contig_1	623085	623810	-	726	17	344	245	497	466	1109
IODOLM_00597	contig_1	623810	624484	-	675	1	190	94	310	314	736
IODOLM_00598	contig_1	624484	625224	-	741	4	195	115	437	392	895
IODOLM_00599	contig_1	625394	626302	-	909	65	2027	1257	2409	2243	4944
IODOLM_00600	contig_1	626552	627532	-	981	29	1240	695	883	761	1673
IODOLM_00601	contig_1	627573	628640	-	1068	1	51	39	77	103	171
IODOLM_00602	contig_1	629213	629428	+	216	0	10	4	16	16	45
IODOLM_00603	contig_1	629428	629925	+	498	1	25	10	30	27	78
IODOLM_00604	contig_1	629922	630383	+	462	0	13	14	35	27	54
IODOLM_00605	contig_1	630415	630708	-	294	1	27	21	156	123	308
IODOLM_00606	contig_1	630999	631409	-	411	0	6	1	14	10	32
IODOLM_00607	contig_1	631695	631901	+	207	2	20	13	65	53	152
IODOLM_00608	contig_1	632649	633194	+	546	0	23	23	22	16	57
IODOLM_00609	contig_1	633169	633912	+	744	0	24	6	18	22	48
IODOLM_00610	contig_1	633967	634398	-	432	3	91	40	85	76	230
IODOLM_00611	contig_1	634690	634875	+	186	1	23	18	15	19	43
IODOLM_00612	contig_1	635496	636245	+	750	4	186	107	372	424	1222
IODOLM_00613	contig_1	636495	637448	-	954	53	935	454	2398	2046	4856
IODOLM_00614	contig_1	637962	638723	-	762	1	40	17	39	44	122
IODOLM_00615	contig_1	638906	639796	-	891	15	495	385	428	465	1219
IODOLM_00616	contig_1	639797	642769	-	2973	128	3647	2646	2600	2587	6869
IODOLM_00617	contig_1	642756	644993	-	2238	56	1826	1160	1603	1473	4203
IODOLM_00618	contig_1	645143	646585	-	1443	21	567	381	313	227	516
IODOLM_00619	contig_1	646575	647258	-	684	30	573	333	338	299	626
IODOLM_00620	contig_1	647415	648788	+	1374	0	18	10	561	45	49
IODOLM_00621	contig_1	648946	649278	+	333	0	15	6	207	51	91
IODOLM_00622	contig_1	649294	650517	+	1224	2	32	22	251	53	159
IODOLM_00623	contig_1	650529	653672	+	3144	9	358	225	403	207	534
IODOLM_00624	contig_1	653774	655150	+	1377	18	961	652	845	742	1540
IODOLM_00625	contig_1	655231	656478	-	1248	59	1775	1077	868	916	2036
IODOLM_00626	contig_1	656586	657239	-	654	22	990	566	1136	1153	2222
IODOLM_00627	contig_1	657333	657701	-	369	7	177	96	204	188	406
IODOLM_00628	contig_1	657766	658014	-	249	4	208	111	137	122	342
IODOLM_00629	contig_1	658080	659198	-	1119	17	1316	690	1412	1125	2688
IODOLM_00630	contig_1	659552	659803	+	252	0	30	22	15	23	42
IODOLM_00631	contig_1	659880	660992	+	1113	16	570	344	1062	993	2458
IODOLM_00632	contig_1	661015	661155	+	141	0	31	20	41	46	99
IODOLM_00633	contig_1	662069	664309	-	2241	230	4437	2915	12453	11274	27843
IODOLM_00634	contig_1	664552	665754	+	1203	83	3169	1731	1012	875	2046
IODOLM_00635	contig_1	665757	665975	+	219	17	300	197	176	137	330
IODOLM_00636	contig_1	665972	669853	+	3882	320	11900	7513	4605	4253	9870
IODOLM_00637	contig_1	670069	671202	+	1134	0	4	3	13	18	29
IODOLM_00638	contig_1	671199	672014	-	816	3	151	100	462	429	1059
IODOLM_00639	contig_1	672011	673003	-	993	2	126	71	497	399	1044
IODOLM_00640	contig_1	673000	674004	-	1005	12	615	311	832	737	2015
IODOLM_00641	contig_1	674115	675365	+	1251	65	1653	973	1472	1312	3295
IODOLM_00642	contig_1	675369	676325	-	957	99	1765	967	831	754	1805
IODOLM_00643	contig_1	676700	677875	+	1176	24	822	644	3355	2915	6997
IODOLM_00644	contig_1	677885	679495	+	1611	41	1401	966	3465	3134	7582
IODOLM_00645	contig_1	679509	680366	+	858	28	820	629	2832	2523	5804
IODOLM_00646	contig_1	680366	681112	+	747	25	515	374	2005	1764	3672
IODOLM_00647	contig_1	681115	681528	+	414	15	337	248	1044	837	2526
IODOLM_00648	contig_1	681709	683814	+	2106	85	1715	985	3592	3138	7322
IODOLM_00649	contig_1	683997	684194	+	198	23	319	161	331	304	756
IODOLM_00650	contig_1	684204	685292	-	1089	36	665	323	502	436	1061
IODOLM_00651	contig_1	685401	686561	+	1161	28	575	319	290	206	544
IODOLM_00652	contig_1	686562	687191	-	630	0	28	19	52	48	110
IODOLM_00653	contig_1	687164	688384	-	1221	0	17	9	27	27	72
IODOLM_00654	contig_1	688531	689433	-	903	0	9	7	25	31	76
IODOLM_00655	contig_1	689642	690388	-	747	3	289	201	558	497	1153
IODOLM_00656	contig_1	690760	691323	+	564	397	14943	8304	14133	12537	25340
IODOLM_00657	contig_1	691538	693133	+	1596	280	7244	3579	3760	3297	7809
IODOLM_00658	contig_1	693254	693682	-	429	9	534	303	1785	1654	4230
IODOLM_00659	contig_1	693903	695141	+	1239	17	568	323	619	467	1192
IODOLM_00660	contig_1	695145	695234	-	90	0	2	0	8	5	14
IODOLM_00661	contig_1	695372	695782	-	411	11	647	384	884	848	1659
IODOLM_00662	contig_1	696012	696818	-	807	43	1436	826	526	484	1060
IODOLM_00663	contig_1	696932	698395	-	1464	1	151	93	65	79	147
IODOLM_00664	contig_1	698446	699324	-	879	0	5	3	9	8	28
IODOLM_00665	contig_1	699299	699850	-	552	0	4	4	19	9	24
IODOLM_00666	contig_1	699854	701386	-	1533	0	31	15	66	49	115
IODOLM_00667	contig_1	701397	702305	-	909	0	1	1	45	23	60
IODOLM_00668	contig_1	702302	702598	-	297	0	0	0	6	9	18
IODOLM_00669	contig_1	702613	703671	-	1059	0	0	2	23	8	50
IODOLM_00670	contig_1	704050	705708	+	1659	20	575	331	459	434	1127
IODOLM_00671	contig_1	705677	706357	+	681	10	263	167	267	271	670
IODOLM_00672	contig_1	706398	707783	-	1386	5	205	113	142	139	329
IODOLM_00673	contig_1	708372	708932	+	561	8	135	98	86	53	147
IODOLM_00674	contig_1	709107	709316	+	210	4149	135612	56613	25481	27832	48924
IODOLM_00675	contig_1	709370	709753	-	384	17	678	330	321	284	722
IODOLM_00676	contig_1	709846	710073	+	228	4	192	113	127	137	261
IODOLM_00677	contig_1	710070	710633	+	564	12	498	280	242	232	608
IODOLM_00678	contig_1	710762	710965	+	204	53	2213	1203	1577	1615	3611
IODOLM_00679	contig_1	711066	712031	-	966	246	8199	4793	4995	4887	10998
IODOLM_00680	contig_1	712240	713193	-	954	1	30	24	68	52	167
IODOLM_00681	contig_1	713452	714093	-	642	30	910	635	883	911	2188
IODOLM_00682	contig_1	714194	714457	-	264	38	3320	1709	4629	5093	11570
IODOLM_00683	contig_1	714567	715850	-	1284	66	2437	1553	2836	2584	5726
IODOLM_00684	contig_1	715917	717005	-	1089	178	5584	3561	2913	2667	6277
