locus_tag	Gene	Product	COG_category	KEGG_Pathway
IODOLM_00511	cusS	Cu(+)/Ag(+) sensor histidine kinase CusS	T	ko02020,map02020
IODOLM_00512	cusR	copper response regulator transcription factor CusR	K	ko02020,map02020
IODOLM_00513	cusC	Cu(+)/Ag(+) efflux RND transporter outer membrane channel CusC	M	ko01501,ko02020,ko02024,map01501,map02020,map02024
IODOLM_00514	cusF	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone CusF	S	ko02020,map02020
IODOLM_00515	cusB	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit CusB	M	ko02020,map02020
IODOLM_00518	ybdG	mechanosensitive ion channel YbdG	M	-
IODOLM_00519		Oxygen-insensitive NAD(P)H nitroreductase	C	ko00633,ko01120,map00633,map01120
IODOLM_00522		Putative glutamate--cysteine ligase 2	F	-
IODOLM_00524	tnp	IS4 family IS421 transposase	L	-
IODOLM_00525		hypothetical protein		
IODOLM_00526	fepA	siderophore enterobactin receptor FepA	P	ko02020,map02020
IODOLM_00527	fes	enterobactin/ferric enterobactin esterase	P	-
IODOLM_00528	ybdZ	enterobactin biosynthesis protein YbdZ	S	ko00261,ko01130,map00261,map01130
IODOLM_00529	entF	enterobactin synthase multienzyme complex component, ATP-dependent	Q	ko01053,ko01110,ko01130,map01053,map01110,map01130
IODOLM_00531	fepC	ferrienterobactin ABC transporter ATPase	P	ko02010,map02010
IODOLM_00532	fepG	iron-enterobactin ABC transporter permease	P	ko02010,map02010
IODOLM_00533	fepD	ferrienterobactin ABC transporter permease	P	ko02010,map02010
IODOLM_00535	fepB	ferrienterobactin ABC transporter periplasmic binding protein	P	ko02010,map02010
IODOLM_00536	entC	isochorismate synthase 1	HQ	ko00130,ko01053,ko01100,ko01110,ko01130,map00130,map01053,map01100,map01110,map01130
IODOLM_00537	entE	(2,3-dihydroxybenzoyl)adenylate synthase EntE	Q	ko01053,ko01110,ko01130,map01053,map01110,map01130
IODOLM_00538	entB	enterobactin biosynthesis bifunctional isochorismatase/aryl carrier protein EntB	Q	ko01053,ko01110,ko01130,map01053,map01110,map01130
IODOLM_00539	entA	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase EntA	IQ	ko01053,ko01110,ko01130,map01053,map01110,map01130
IODOLM_00540		Hotdog fold thioesterase	Q	ko00360,map00360
IODOLM_00541	btsT	Pyruvate/proton symporter BtsT	T	-
IODOLM_00544	ybdL	methionine-oxo-acid transaminase	E	-
IODOLM_00546		Phosphoadenosine phosphosulphate reductase domain-containing protein	S	-
IODOLM_00547	ybdO	Uncharacterized HTH-type transcriptional regulator YbdO	K	-
IODOLM_00548	dsbG	Thiol:disulfide interchange protein DsbG	O	-
IODOLM_00550		Alkyl hydroperoxide reductase subunit F	O	-
IODOLM_00551		Universal stress protein	T	-
IODOLM_00554		Regulator of nucleoside diphosphate kinase	K	-
IODOLM_00555		Ribonuclease I	J	-
IODOLM_00559		Citrate lyase alpha chain	C	ko02020,map02020
IODOLM_00560		Citrate lyase subunit beta	G	ko02020,map02020
IODOLM_00561		citrate lyase acyl carrier protein 1	C	ko02020,map02020
IODOLM_00562		[Citrate [pro-3S]-lyase] ligase	H	ko02020,map02020
IODOLM_00564	dpiA	Transcriptional regulatory protein DpiA	K	ko02020,map02020
IODOLM_00566	pagP	lipid IV(A) palmitoyltransferase PagP	M	ko01503,ko05133,map01503,map05133
IODOLM_00567	cspE	transcription antiterminator/RNA stability regulator CspE	K	-
IODOLM_00568	fluC	Fluoride-specific ion channel FluC	D	-
IODOLM_00570		Amidase	S	-
IODOLM_00572		Lipoyl synthase	H	ko00785,ko01100,map00785,map01100
IODOLM_00573	ybeF	Uncharacterized HTH-type transcriptional regulator YbeF	K	-
IODOLM_00574		Octanoyltransferase	H	ko00785,ko01100,map00785,map01100
IODOLM_00575		UPF0250 protein BU488	S	-
IODOLM_00576	dacA	D-alanyl-D-alanine carboxypeptidase DacA	M	ko00550,ko01100,map00550,map01100
IODOLM_00577	rlpA	Endolytic peptidoglycan transglycosylase RlpA	M	-
IODOLM_00578	mrdB	Peptidoglycan glycosyltransferase MrdB	M	-
IODOLM_00579	mrdA	Peptidoglycan D,D-transpeptidase MrdA	M	ko00550,ko01501,map00550,map01501
IODOLM_00584		DNA polymerase III subunit delta	L	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440
IODOLM_00585	lptE	LPS-assembly lipoprotein LptE	M	-
IODOLM_00586		Leucine--tRNA ligase	J	ko00970,map00970
IODOLM_00587		Zinc ribbon-containing protein	J	-
IODOLM_00590	djlB	Uncharacterized J domain-containing protein DjlB	O	-
IODOLM_00591		hypothetical protein	S	-
IODOLM_00592	ybeR	Uncharacterized protein YbeR	S	-
IODOLM_00593	djlC	co-chaperone DjlC	O	-
IODOLM_00595	rihA	Pyrimidine-specific ribonucleoside hydrolase RihA	F	ko00230,ko00760,ko01100,map00230,map00760,map01100
IODOLM_00596	gltL	glutamate/aspartate ABC transporter ATP-binding protein GltL	P	ko02010,ko02020,map02010,map02020
IODOLM_00597		ABC transmembrane type-1 domain-containing protein	E	ko02010,ko02020,map02010,map02020
IODOLM_00598	gltJ	glutamate/aspartate ABC transporter permease GltJ	P	ko02010,ko02020,map02010,map02020
IODOLM_00599	gltI	glutamate/aspartate ABC transporter substrate-binding protein GltI	ET	ko02010,ko02020,map02010,map02020
IODOLM_00601		Outer membrane protein C2	M	ko01501,ko02020,map01501,map02020
IODOLM_00605	bor	serum resistance lipoprotein Bor	S	-
IODOLM_00606	ybcV	Uncharacterized protein YbcV	E	-
IODOLM_00607		Phage protein		
IODOLM_00612	appY	DNA-binding transcriptional activator AppY	K	ko02020,ko05111,map02020,map05111
IODOLM_00613	ompT	omptin family outer membrane protease OmpT	M	-
IODOLM_00618	cusS	Cu(+)/Ag(+) sensor histidine kinase CusS	T	ko02020,map02020
IODOLM_00619	cusR	copper response regulator transcription factor CusR	K	ko02020,map02020
IODOLM_00620	cusC	Cu(+)/Ag(+) efflux RND transporter outer membrane channel CusC	M	ko01501,ko02020,ko02024,map01501,map02020,map02024
IODOLM_00621	cusF	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone CusF	S	ko02020,map02020
IODOLM_00622	cusB	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit CusB	M	ko02020,map02020
IODOLM_00625	ybdG	mechanosensitive ion channel YbdG	M	-
IODOLM_00626		Oxygen-insensitive NAD(P)H nitroreductase	C	ko00633,ko01120,map00633,map01120
IODOLM_00627		hypothetical protein	S	-
IODOLM_00629		Putative glutamate--cysteine ligase 2	F	-
IODOLM_00631	tnp	IS4 family IS421 transposase	L	-
IODOLM_00633	fepA	siderophore enterobactin receptor FepA	P	ko02020,map02020
IODOLM_00634	fes	enterobactin/ferric enterobactin esterase	P	-
IODOLM_00635	ybdZ	enterobactin biosynthesis protein YbdZ	S	ko00261,ko01130,map00261,map01130
IODOLM_00636	entF	enterobactin synthase multienzyme complex component, ATP-dependent	Q	ko01053,ko01110,ko01130,map01053,map01110,map01130
IODOLM_00637	fepE	LPS O-antigen length regulator	M	-
IODOLM_00638	fepC	ferrienterobactin ABC transporter ATPase	P	ko02010,map02010
IODOLM_00639	fepG	iron-enterobactin ABC transporter permease	P	ko02010,map02010
IODOLM_00640	fepD	ferrienterobactin ABC transporter permease	P	ko02010,map02010
IODOLM_00642	fepB	ferrienterobactin ABC transporter periplasmic binding protein	P	ko02010,map02010
IODOLM_00643	entC	isochorismate synthase 1	HQ	ko00130,ko01053,ko01100,ko01110,ko01130,map00130,map01053,map01100,map01110,map01130
IODOLM_00644	entE	(2,3-dihydroxybenzoyl)adenylate synthase EntE	Q	ko01053,ko01110,ko01130,map01053,map01110,map01130
IODOLM_00645	entB	enterobactin biosynthesis bifunctional isochorismatase/aryl carrier protein EntB	Q	ko01053,ko01110,ko01130,map01053,map01110,map01130
IODOLM_00646	entA	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase EntA	IQ	ko01053,ko01110,ko01130,map01053,map01110,map01130
IODOLM_00647		Hotdog fold thioesterase	Q	ko00360,map00360
IODOLM_00648	btsT	Pyruvate/proton symporter BtsT	T	-
IODOLM_00651	ybdL	methionine-oxo-acid transaminase	E	-
IODOLM_00652		ParB/Sulfiredoxin domain-containing protein	K	-
IODOLM_00653		Phosphoadenosine phosphosulphate reductase domain-containing protein	S	-
IODOLM_00654	ybdO	Uncharacterized HTH-type transcriptional regulator YbdO	K	-
IODOLM_00655	dsbG	Thiol:disulfide interchange protein DsbG	O	-
IODOLM_00657		Alkyl hydroperoxide reductase subunit F	O	-
IODOLM_00658		Universal stress protein	T	-
IODOLM_00661		Regulator of nucleoside diphosphate kinase	K	-
IODOLM_00662		Ribonuclease I	J	-
IODOLM_00666		Citrate lyase alpha chain	C	ko02020,map02020
IODOLM_00667		Citrate lyase subunit beta	G	ko02020,map02020
IODOLM_00668		citrate lyase acyl carrier protein 1	C	ko02020,map02020
IODOLM_00669		[Citrate [pro-3S]-lyase] ligase	H	ko02020,map02020
IODOLM_00671	dpiA	Transcriptional regulatory protein DpiA	K	ko02020,map02020
IODOLM_00673	pagP	lipid IV(A) palmitoyltransferase PagP	M	ko01503,ko05133,map01503,map05133
IODOLM_00674	cspE	transcription antiterminator/RNA stability regulator CspE	K	-
IODOLM_00675	fluC	Fluoride-specific ion channel FluC	D	-
IODOLM_00677		Amidase	S	-
IODOLM_00679		Lipoyl synthase	H	ko00785,ko01100,map00785,map01100
IODOLM_00680	ybeF	Uncharacterized HTH-type transcriptional regulator YbeF	K	-
IODOLM_00682		UPF0250 protein BU488	S	-
IODOLM_00683	dacA	D-alanyl-D-alanine carboxypeptidase DacA	M	ko00550,ko01100,map00550,map01100
IODOLM_00684	rlpA	Endolytic peptidoglycan transglycosylase RlpA	M	-
IODOLM_00685	mrdB	Peptidoglycan glycosyltransferase MrdB	M	-
IODOLM_00686	mrdA	Peptidoglycan D,D-transpeptidase MrdA	M	ko00550,ko01501,map00550,map01501
IODOLM_00690		Nicotinate-nucleotide adenylyltransferase	H	ko00230,ko00760,ko01100,ko05340,map00230,map00760,map01100,map05340
IODOLM_00691		DNA polymerase III subunit delta	L	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440
IODOLM_00692	lptE	LPS-assembly lipoprotein LptE	M	-
IODOLM_00693		Leucine--tRNA ligase	J	ko00970,map00970
IODOLM_00694		Zinc ribbon-containing protein	J	-
IODOLM_00698		hypothetical protein	S	-
IODOLM_00700	djlC	co-chaperone DjlC	O	-
IODOLM_00702	rihA	Pyrimidine-specific ribonucleoside hydrolase RihA	F	ko00230,ko00760,ko01100,map00230,map00760,map01100
IODOLM_00703	gltL	glutamate/aspartate ABC transporter ATP-binding protein GltL	P	ko02010,ko02020,map02010,map02020
IODOLM_00704		ABC transmembrane type-1 domain-containing protein	E	ko02010,ko02020,map02010,map02020
IODOLM_00705	gltJ	glutamate/aspartate ABC transporter permease GltJ	P	ko02010,ko02020,map02010,map02020
IODOLM_00706	gltI	glutamate/aspartate ABC transporter substrate-binding protein GltI	ET	ko02010,ko02020,map02010,map02020
IODOLM_00710	ybeY	Endoribonuclease YbeY	J	-
IODOLM_00711		PhoH-like protein	T	-
IODOLM_00713		3-demethoxyubiquinol 3-hydroxylase	CH	ko00130,ko01100,ko01110,map00130,map01100,map01110
IODOLM_00714		Asparagine synthetase B [glutamine-hydrolyzing]	E	ko00250,ko01100,ko01110,map00250,map01100,map01110
IODOLM_00715	nagD	ribonucleotide monophosphatase NagD	G	ko00627,ko01120,map00627,map01120
IODOLM_00716	nagC	DNA-binding transcriptional regulator NagC	K	ko00010,ko00052,ko00500,ko00520,ko00521,ko00524,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00052,map00500,map00520,map00521,map00524,map01100,map01110,map01120,map01130,map01200
IODOLM_00717		N-acetylglucosamine-6-phosphate deacetylase	G	ko00520,ko01130,map00520,map01130
IODOLM_00719		PTS system N-acetylglucosamine-specific EIICBA component	G	ko00520,ko02060,map00520,map02060
IODOLM_00721		Glutamine--tRNA ligase	J	ko00970,ko01100,map00970,map01100
IODOLM_00722	chiP	chitoporin	M	-
IODOLM_00723	chiQ	Uncharacterized lipoprotein ChiQ	M	-
IODOLM_00724	fur	ferric iron uptake transcriptional regulator	K	-
IODOLM_00725		Flavodoxin 1	C	-
IODOLM_00726	copG	Ribbon-helix-helix protein CopG domain-containing protein	S	-
IODOLM_00727		AB hydrolase-1 domain-containing protein	S	-
IODOLM_00728		Negative modulator of initiation of replication	L	-
IODOLM_00729		Phosphoglucomutase	G	ko00010,ko00030,ko00052,ko00230,ko00500,ko00520,ko00521,ko01100,ko01110,ko01120,ko01130,map00010,map00030,map00052,map00230,map00500,map00520,map00521,map01100,map01110,map01120,map01130
IODOLM_00730	ybfP	Uncharacterized lipoprotein YbfP		
IODOLM_00731		hypothetical protein	S	-
IODOLM_00732	potE	Putrescine transporter PotE	E	-
IODOLM_00737	kdpC	Potassium-transporting ATPase KdpC subunit	P	ko02020,map02020
IODOLM_00739		Potassium-transporting ATPase subunit A	P	ko02020,map02020
IODOLM_00740		Periplasmic protein	S	-
IODOLM_00742		Inner membrane protein	-	-
IODOLM_00744		hypothetical protein	-	-
IODOLM_00748	ybgA	Uncharacterized protein YbgA	S	-
IODOLM_00751	ybgI	radiation resistance protein YbgI	S	-
IODOLM_00752		Allophanate hydrolase 2 subunit 1	E	-
IODOLM_00753	pxpC	5-oxoprolinase subunit PxpC	E	ko00220,ko00791,ko01100,ko01120,map00220,map00791,map01100,map01120
IODOLM_00754		5-oxoprolinase subunit A	S	-
IODOLM_00755		Endonuclease 8	L	ko03410,map03410
IODOLM_00759	ybgQ	Uncharacterized outer membrane usher protein YbgQ	NU	-
IODOLM_00760	ybgD	Uncharacterized fimbrial-like protein YbgD	NU	-
IODOLM_00761		Citrate synthase	C	ko00020,ko00630,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map00630,map01100,map01110,map01120,map01130,map01200,map01210,map01230
IODOLM_00762		hypothetical protein		
IODOLM_00763		Succinate dehydrogenase cytochrome b556 subunit	C	ko00020,ko00190,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01130,map01200
IODOLM_00764		Succinate dehydrogenase hydrophobic membrane anchor subunit	C	ko00020,ko00190,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01130,map01200
IODOLM_00765		Succinate dehydrogenase flavoprotein subunit	C	ko00020,ko00190,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko05134,map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01130,map01200,map05134
IODOLM_00766	sdhB	succinate dehydrogenase iron-sulfur subunit SdhB	C	ko00020,ko00190,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01130,map01200
IODOLM_00767		2-oxoglutarate dehydrogenase E1 component	F	ko00020,ko00310,ko00380,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00310,map00380,map01100,map01110,map01120,map01130,map01200
IODOLM_00768		Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex	C	ko00020,ko00310,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00310,map01100,map01110,map01120,map01130,map01200
IODOLM_00769		Succinate--CoA ligase [ADP-forming] subunit beta	F	ko00020,ko00640,ko00660,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00640,map00660,map00720,map01100,map01110,map01120,map01130,map01200
IODOLM_00770		Succinate--CoA ligase [ADP-forming] subunit alpha	C	ko00020,ko00640,ko00660,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00640,map00660,map00720,map01100,map01110,map01120,map01130,map01200
IODOLM_00771	mngR	mannosyl-D-glycerate transport/metabolism system transcriptional repressor MngR	K	-
IODOLM_00773		Alpha-mannosidase	G	-
IODOLM_00774		Cytochrome bd-II ubiquinol oxidase subunit 1	C	ko00190,ko01100,ko02020,map00190,map01100,map02020
IODOLM_00775		Cytochrome bd-I ubiquinol oxidase subunit 2	C	ko00190,ko01100,ko02020,map00190,map01100,map02020
IODOLM_00776		hypothetical protein	S	ko00190,ko02020,map00190,map02020
IODOLM_00777	ybgE	Cyd operon protein YbgE	S	-
IODOLM_00780	tolR	Tol-Pal system protein TolR	U	-
IODOLM_00781	tolA	Tol-Pal system protein TolA	U	-
IODOLM_00787	zitB	Zinc transporter ZitB	P	-
IODOLM_00788		hypothetical protein	S	-
IODOLM_00789	aroG	3-deoxy-7-phosphoheptulonate synthase AroG	E	ko00400,ko01100,ko01110,ko01130,ko01230,ko02024,map00400,map01100,map01110,map01130,map01230,map02024
IODOLM_00790		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	F	ko00010,ko00260,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04922,ko05230,map00010,map00260,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map04922,map05230
IODOLM_00791		Aldose 1-epimerase	G	ko00010,ko00052,ko01100,ko01110,ko01120,ko01130,map00010,map00052,map01100,map01110,map01120,map01130
IODOLM_00792		Galactokinase	F	ko00052,ko00520,ko01100,map00052,map00520,map01100
IODOLM_00793	tnp	IS3 family IS2 transposase ORF B	L	-
IODOLM_00794	tnp	IS3 family IS2 transposase ORF A	L	-
IODOLM_00796		Galactose-1-phosphate uridylyltransferase	C	ko00052,ko00520,ko01100,ko04917,map00052,map00520,map01100,map04917
IODOLM_00799	modE	DNA-binding transcriptional regulator ModE	K	-
IODOLM_00800	acrZ	multidrug efflux pump accessory protein AcrZ	U	-
IODOLM_00802	modB	Molybdenum transport system permease protein ModB	P	ko02010,map02010
IODOLM_00803	modC	Molybdenum import ATP-binding protein ModC	P	ko02010,map02010
IODOLM_00805		6-phosphogluconolactonase	F	ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map01100,map01110,map01120,map01130,map01200
IODOLM_00806	ybhD	Uncharacterized HTH-type transcriptional regulator YbhD	K	-
IODOLM_00807	ybhH	Putative isomerase YbhH	S	-
IODOLM_00808	ybhI	Inner membrane protein YbhI	P	-
IODOLM_00809	ybhJ	Uncharacterized protein YbhJ	C	ko00020,ko00630,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map00630,map00720,map01100,map01110,map01120,map01130,map01200,map01210,map01230
IODOLM_00810	ybhC	Putative acyl-CoA thioester hydrolase YbhC	M	ko00040,ko01100,map00040,map01100
IODOLM_00811		Phospholipid-binding protein, PBP family	S	-
IODOLM_00812		Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	H	ko00780,ko01100,map00780,map01100
IODOLM_00813		Biotin synthase	H	ko00780,ko01100,map00780,map01100
IODOLM_00814		8-amino-7-oxononanoate synthase	H	ko00780,ko01100,map00780,map01100
IODOLM_00815		Malonyl-[acyl-carrier protein] O-methyltransferase	H	ko00780,ko01100,map00780,map01100
IODOLM_00816	bioD	ATP-dependent dethiobiotin synthetase BioD 1	H	ko00780,ko01100,map00780,map01100
IODOLM_00818		Putative gluconeogenesis factor	S	-
IODOLM_00819		GTP 3',8-cyclase	H	ko00790,ko01100,ko04122,map00790,map01100,map04122
IODOLM_00820		Molybdenum cofactor biosynthesis protein B	H	ko00790,ko01100,map00790,map01100
IODOLM_00821		Cyclic pyranopterin monophosphate synthase	H	ko00790,ko01100,ko04122,map00790,map01100,map04122
IODOLM_00822		Molybdopterin synthase sulfur carrier subunit	H	ko04122,map04122
IODOLM_00823		Molybdopterin synthase catalytic subunit	H	ko00790,ko01100,ko04122,map00790,map01100,map04122
IODOLM_00825	ybhM	Uncharacterized protein YbhM	S	-
IODOLM_00826	ybhN	Inner membrane protein YbhN	S	-
IODOLM_00827		Cardiolipin synthase B	I	ko00564,ko01100,map00564,map01100
IODOLM_00828		Putative DNase	L	-
IODOLM_00830		Transport permease protein	V	-
IODOLM_00831	ybhS	ABC transport system, permease component YbhS	V	-
IODOLM_00832	ybhF	putative multidrug ABC transporter ATP-binding protein YbhF	V	-
IODOLM_00833		UPF0194 membrane protein RB0873	M	-
IODOLM_00834	cecR	DNA-binding transcriptional regulator CecR	K	-
IODOLM_00836	ybiA	N-glycosidase YbiA	O	-
IODOLM_00837	dinG	ATP-dependent DNA helicase DinG	L	-
IODOLM_00838	ybiB	Uncharacterized protein YbiB	E	-
IODOLM_00841	ybiI	C4-type zinc finger protein YbiI	T	-
IODOLM_00842		Iron-uptake factor	S	-
IODOLM_00843		Catecholate siderophore receptor Fiu	P	-
IODOLM_00844		YdgH/BhsA/McbA-like domain-containing protein	S	-
IODOLM_00846	ybiO	Moderate conductance mechanosensitive channel YbiO	M	-
IODOLM_00848	glnP	Glutamine ABC transporter permease GlnP	P	ko02010,map02010
IODOLM_00849	glnH3	GlnH3	ET	ko02010,map02010
IODOLM_00850		DNA protection during starvation protein	P	-
IODOLM_00851	rhtA	Threonine/homoserine exporter RhtA	S	-
IODOLM_00852	yliM	Protein YliM		
IODOLM_00853		Outer membrane protein X	M	-
IODOLM_00856	mntR	Transcriptional regulator MntR	K	-
IODOLM_00857	ybiR	Inner membrane protein YbiR	P	-
IODOLM_00859		ABC transporter domain-containing protein	S	-
IODOLM_00861	ybiV	sugar-phosphatase YbiV	S	ko00740,ko01100,ko01110,map00740,map01100,map01110
IODOLM_00864		Fructose-6-phosphate aldolase 1	G	-
IODOLM_00865	moeB	Molybdopterin synthase sulfurylase MoeB	H	ko00730,ko01100,ko04122,map00730,map01100,map04122
IODOLM_00866	moeA	molybdopterin molybdotransferase MoeA	H	ko00790,ko01100,map00790,map01100
IODOLM_00869	gsiB	Glutathione-binding protein GsiB	E	ko02010,map02010
IODOLM_00870	gsiC	Glutathione transport system permease protein GsiC	EP	ko02010,map02010
IODOLM_00871	gsiD	Glutathione transport system permease protein GsiD	EP	ko02010,map02010
IODOLM_00873	dgcI	putative diguanylate cyclase DgcI	T	-
IODOLM_00875	bssR	Biofilm regulator BssR	S	-
